CAB_Abstracts,Wildlife_&_Ecology_Studies_Worldwide,Web_Of_Science,BIOSIS,Zoological_Record,databases_agreement,abstract_review,full_text_review,relevant,source_id,title,journal_or_book,volume,issue,pages,pages_start,pages_end,pages_count,pages_total,abstract,publisher,doi,url,supplementary_url,issn_isbn,language,open_access,identification_method,access_method,time_to_access_days,publication_type,publication_form,publication_year,pdf_access,bl_upload,author_email_contact,creator1_name,creator1_affiliation,creator2_name,creator2_affiliation,creator3_name,creator3_affiliation,creator4_name,creator4_affiliation,creator5_name,creator5_affiliation,creator6_name,creator6_affiliation,creator7_name,creator7_affiliation,creator8_name,creator8_affiliation,creator9_name,creator9_affiliation,creator10_name,creator10_affiliation,notes,
no,Wildlife & Ecology Studies Worldwide,no,no,no,1,non-target species,not reviewed,no,Sanchez-Amaro et al. 2020 ,Gibbons exploit information about what a competitor can see,Animal Cognition,23,2,289-299,289,299,11,11,"How much nonhuman animals understand about seeing has been the focus of comparative cognition research for decades. Many social primates (and other species) are sensitive to cues about what others can and cannot see. Whether this sensitivity evolved in primates through shared descent or convergent evolution remains unclear. The current study tested gibbons—the apes that are least studied yet most distantly related to humans and one of the less social primates—in two food-competition tasks. Specifically, we presented eastern hoolock gibbons, Hoolock leuconedys, and silvery gibbons, Hylobates moloch, with a choice between a contested piece of food visible to both themselves and a human competitor and an uncontested piece visible only to themselves. Subjects successfully stole the uncontested food when the competitor turned away his body (N = 10, experiment 1) and his head (N = 9, experiment 2). However, when the head of the experimenter was oriented towards the contested piece of food, whether the competitor opened or closed his eyes made no difference. Subjects’ sensitivity to body- and head-orientation cues was comparable to that of chimpanzees, rhesus macaques, and ring-tailed lemurs—species living in much larger groups than gibbons. These findings support the continuity hypothesis that sensitivity to body- and head-orientation cues is a product of shared descent among primates.",SPRINGER HEIDELBERG,,,,,english,no,systematic search,UGA Library,1,,journal article,2020,,not needed,,"S√°nchez-Amaro A,Tan J,Kaufhold SP,Rossano F",,,,,,,,,,,,,,,,,,,,,
no,no,no,no,no,0,included,included,yes,Sansores Sanchez 2016,"Influencia de los recursos antropogénicos en la abundancia y dieta del babisuri (Bassariscus astutus saxicola Merriam, 1897) en el complejo Insular Espíritu Santo, BCS, México.",n/a,n/a,n/a,1-107,1,107,107,120,"The main strategy for the conservation of the insular biodiversity, has consisted in declaring  these  ecosystems  as  Natural  Protected  Areas  (NPA).  Currently,  the Insular Complex, Espiritu Santo, is the main natural destination in La Paz and the  islands of the Sea of Cortez. And, every year, these NPA are visited by a great number of people, due to the increase of the tourism industry. However, human activity is the main threat to terrestrial ́s biota in these ecosystems. In this insular environment  lives  the  ringtail  (Bassariscus   astutus   saxicola)  an  endangered subspecies  and  a  unique  native  endemic  carnivore  in  the  island  with  a limited awareness about its ecology. This paper evaluates the influence of anthropogenic food on the diet and abundance of the ringtail in 8 locations of the Insular Complex, grouped together according to their level of anthropogenic concurrency (high and  low) by scat analysis, in order to determine the relevance of these resources as  well  as  the  abundance  of  the  species,  by  capturing  and  evaluating  its  body condition.  In  addition,  the  habitat  of  the  ringtail  was defined  based  on  the environmental  variables  of  the  sites  located  on  the  western  side of the insular  complex. The results showed that arthropods and plants were the most important elements  on the  diet.  Being  the  orthoptera  and  fig (Ficus  palmeri)  of  major  consumption,  reaching  both  of  them  a  43.86%  of  consumption,  while  the anthropogenic  resource  was  a  less  important  category  with  a  1.26% of  consumption. No significant differences in diet were found between seasons and sites with different levels of anthropogenic use or between individual sites (P = >0.05).  The  greater  abundance  of  the  ringtail was  registered  in  Candelero  and Mesteño sites (17 and 9 individuals respectively) unlike the lower abundance of Gallo and Ballena sites (1 and 3 individuals, respectively), determining a ratio of sexes in the Insular Complex of 1.63 males for each female. The evaluation of body condition of the ringtails, showed that the captured individuals enjoy of good  or regular condition (51 % and 42 % respectively),  while only 7 %  were  in  bad condition. A principal component analysis with environmental variables, showed a preference of ringtails for sites with larger rocks and greater coverage of zalate, presenting  the  Candelero  and  Mesteño  sites  these  characteristics,  which is consistent with the highest abundance in these sites.","Centro de Investigaciones Biológicas del Noroeste, S.C.",none,http://dspace.cibnor.mx:8080/handle/123456789/545 ,none,none,spanish,yes,expert curated,University Library,0,collegiate research,thesis,2016,https://paperpile.com/app/p/2b1a6db3-d6a9-056c-bda5-359ac7398de1,not-needed,not provided,Sansores Sánchez RE,"Programa de Estudios Posgrado, Centro de Investigaciones Biológicas del Noroeste S. C.",none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,abstract also available in spanish,
CAB Abstracts,no,Web Of Science,BIOSIS,Zoological Record,4,non-target species,not reviewed,no,Shora et al. 2018,Should zoo foods be coati chopped,Journal of Zoo and Aquarium Research,6,1,22-25,22,25,4,4,"The process of chopping feeds for zoo animals is common to many zoos, but few studies have evaluated the benefits of this presentation. While the perceived benefits of chopped diets include reduced food aggression, it is acknowledged that chopping feeds is time consuming for keepers and increases the risk of contamination. Given the potential disadvantages of chopped diets, there is a need to evaluate food presentation in a range of zoo-housed species. To investigate the effects on behaviour and sociality, meals were provided as either chopped or whole for a group of ring-tailed coatis (Nasua nasua) housed at Beale Wildlife Park. Effects of food presentation change were monitored, with particular attention to aggression, allo-grooming, food manipulation and activity levels. Surprisingly, analysis revealed a significant decrease in aggression, (p = 0.046), and a significant increase in food manipulation behaviours (p < 0.001) when unchopped foods were given. Levels of inactivity were not significantly changed by the new food presentation technique (p = 0.793). A positive correlation was also identified between bouts of aggression and allo-grooming (p < 0.001). These results suggest that chopped food may not provide all the behavioural benefits originally believed, and whole food diets may in fact provide coatis with greater opportunities to express natural food manipulation behaviours. Whole food may also decrease aggression levels normally observed during mealtimes. Chopped food studies are to be encouraged for more zoo taxa to evaluate feed presentation.",EUROPEAN ASSOC ZOOS & AQUARIA - EAZA,10.19227/jzar.v6i1.309,https://jzar.org/jzar/article/view/309,,,english,yes,systematic search,Publisher Website,0,,journal article,2018,https://paperpile.com/app/p/0f926692-2d29-0c41-8b7b-83abc56a3373,not-needed,,Shora J,,Myhill M,,Brereton JE,,,,,,,,,,,,,,,,,
no,no,Web Of Science,no,no,1,non-target species,not reviewed,no,Silva et al. 2014,Carriage of Clostridium difficile in free-living South American coati (Nasua nasua) in Brazil,Anaerobe,30,,99-101,99,101,3,3,"The objective of this study was to isolate and characterize Clostridium difficile strains in stool samples from a wild urban mammal, a South American coati (Nasua nasua) in Brazil. Forty-six free-living N. nasua were trapped, and stool samples were collected. C. difficile was isolated from three (6.5%) sampled animals, two strains were toxigenic (A+B+CDT−, PCR ribotype 014/020 and 106) and one was non toxigenic (A−B−CDT−, PCR ribotype 053). The present work confirms that ring-tailed coati (N. nasua) could harbor C. difficile strains, including those PCR ribotypes commonly reported in C. difficile infection in humans.",ELSEVIER SCI LTD,10.1016/j.anaerobe.2014.09.012,https://www.sciencedirect.com/science/article/pii/S1075996414001346,,,italian,no,systematic search,UGA Library,0,,journal article,2014,https://paperpile.com/app/p/6999b7f1-a358-0693-ad1f-c2885382af2f,not-needed,,Silva RO,,Almeida LR,,Junior CA,,Magalh√£es Soares DF,,Pereira PL,,Rupnik M,,Lobato FC,,,,,,,,,
no,no,Web Of Science,BIOSIS,Zoological Record,3,included,included,yes,Snyder et al. 1994,Thick-billed parrot releases in Arizona.,The Condor,96,4,845-862,845,862,18,19,"Thick-billed Parrots (Rhynchopsitta pachyrhyncha) once ranged as far north as central Arizona, but have rarely been seen outside Mexico since the 1920s. Extirpation from the United States may have resulted mainly from widespread shooting. Experimental releases of the species in Arizona since 1986 have yielded mixed results. Birds obtained as wild caught adults have exhibited good survival and some reproduction in the wild. Captive-reared birds have had, poor survival rates due mainly to deficits in foraging and socialization, and to heavy losses to predators. Although parent-reared, captive- bred birds have performed better than hand-reared birds, and young captive-bred birds have done better than older captive-bred birds, the only birds showing good potentials for reestablishment have been translocated wild-caught adults. Present habitat quality in southern Arizona appears adequate to support a population of these parrots, but it is questionable that the species might sustain consistent populations north of the range of Chihuahua pine (Pinus leiophylla). Thick-billed Parrots appear to be highly dependent on flocking for security from predation, so their successful reestablishment may depend directly on the numbers of birds released. Principal natural enemies of the species in Arizona have been Goshawks (Accipiter gentilis), Red-tailed Hawks (Buteo jamaicensis), and ring-tailed cats (Bassariscus astutus)--species that also occur through much of the Thick-billed Parrot's range in Mexico",Oxford University Press,10.2307/1369097,https://academic.oup.com/condor/article-abstract/96/4/845/5126329,none,0010-5422,english,no,systematic search,UGA Library,0,society,journal article,1994,https://paperpile.com/app/p/483f2db2-5cfe-0f63-a7fb-4e7ddf2425fa,not-needed,,Snyder NF,,Koenig SE,,Koschmann J,,Snyder HA,,Johnson TB,,none,none,none,none,,,,,,,,
no,no,no,no,no,0,included,included,yes,Stake and Cimprich 2003,Using video to monitor predation at Black-capped Vireo nests.,The Condor,105,2,348-357,348,357,10,10,"We monitored 142 Black-capped Vireo (Vireo atricapillus) nests at Fort Hood, Texas, from 1998 to 2001 using time-lapse infrared videocameras to identify nest predators. We recorded 59 predator visits (where at least some of the nest contents were removed or destroyed), resulting in 48 depredated nests. Snakes and fire ants (Solenopsis spp.) were the leading predators, accounting for 18 (38%) and 15 (31%), respectively, of all depredated nests. We also identified a variety of avian (19% of depredated nests) and mammalian predators (11% of depredated nests). Despite intensive Brown-headed Cowbird (Molothrus ater) removal at Fort Hood, we recorded nine predator visits by females of this species, but only one resulted in nest failure. Although predator visits occurred at all hours, most (58%) took place at night. The daily predation rate was higher during the nestling stage than during incubation, partly due to the apparent inability of fire ants to prey upon vireo eggs. We monitored 435 nests without video; field assistants checked the contents of these every 4– 5 days. The daily survival rate of these nests was not higher than the rate of nests monitored with video, evidence that video monitoring does not increase nest predation relative to monitoring by human visits to nests.",Oxford University Press,10.1093/condor/105.2.348,https://doi.org/10.1093/condor/105.2.348,none,0010-5422,english,yes,expert curated,Publisher Website,0,society,journal article,2003,https://paperpile.com/app/p/51583072-2f1f-0fd8-b5ac-51e739e0be57,not-needed,,Stake MM,,Cimprich DA,,none,none,none,none,none,none,none,none,none,none,,,,,,,,
no,no,no,no,Zoological Record,1,non-target species,not reviewed,no,Standley 1992,The ring-tailed coati,Management guidelines for bears and raccoons.,,,143-148,143,148,6,6,not accessible,Association of British Wild Animal Keepers,none,none,,,italian,no,systematic search,UGA Library,7,,book chapter,1992,,,,Standley S,,,,,,,,,,,,,,,,,,,,,
CAB Abstracts,Wildlife & Ecology Studies Worldwide,Web Of Science,no,Zoological Record,4,non-target species,not reviewed,no,Stephens et al. 2006,Bark Consumption by the Painted Ringtail (Pseudochirulus forbesi larvatus) in Papua New Guinea 1,Biotropica,38,5,617-624,617,624,8,8,"We documented bark consumption by painted ringtails (Pseudochirulus forbesi) and other arboreal marsupials at Mt. Stolle, Papua New Guinea. Evidence consisted of scratch marks on the boles of trees in conjunction with the removal of all moss and direct sightings of animals eating bark. Only 43 trees ≥10 cm diameter at breast height (DBH) of 19 species showed signs of consumption at the study site; five of these species were confirmed by direct sighting to be consumed by painted ringtails. We sought to determine if bark of these trees contained important dietary minerals. Analyses showed that calcium and potassium, individually and combined, were significantly more abundant in eaten versus uneaten trees of the same species. On average, eaten trees showed 4.7 and 2.2 times the amount of these minerals, respectively, as found in uneaten trees. Adult males were more likely than adult females or juvenile males to be captured at eaten trees than away from them. Two species of Syzygium and one species of Sloanea were highly selected for bark consumption, but not all trees of a species were eaten; rather, particular individuals of these species were preferred. We conclude that bark appears to be an important source of calcium and potassium, and speculate on the relationship between the limited availability of these special trees and the social behavior of painted ringtails.",WILEY,10.1111/j.1744-7429.2006.00197.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7429.2006.00197.x,none,00063606 17447429,english,no,systematic search,UGA Library,0,,journal article,2006,,,,Stephens SA,,Salas LA,,Dierenfeld ES,,,,,,,,,,,,,,,,,
CAB Abstracts,no,Web Of Science,BIOSIS,no,3,included,not diet study,no,Sweitzer and Furnas 2016,"Data from camera surveys identifying co-occurrence and occupancy linkages between fishers (Pekania pennanti), rodent prey, mesocarnivores, and larger predators in mixed-conifer forests",Data in Brief,6,,783-792,783,792,10,10,"These data provide additional information relevant to the frequency of fisher detections by camera traps, and single-season occupancy and local persistence of fishers in small patches of forest habitats detailed elsewhere, “Landscape Fuel Reduction, Forest Fire, and Biophysical Linkages to Local Habitat Use and Local Persistence of Fishers (Pekania pennanti) in Sierra Nevada Mixed-conifer Forests” [10]. The data provides insight on camera trap detections of 3 fisher predators (bobcat [Lynx rufus]). Coyote [Canis latrans], mountain lion [Puma concolor], 5 mesocarnivores in the same foraging guild as fishers (gray fox [Urocyon cinereoargenteus]) ringtail [Bassariscus astutus], marten [Martes americana], striped skunk [Mephitis mephitis] spotted skunk [Spilogale gracilis], and 5 Sciuridae rodents that fishers consume as prey (Douglas squirrel [Tamiasciurus douglasii]), gray squirrel [Sciurus griseus], northern flying squirrel [Glaucomys sabrinus], long-eared chipmunk [Neotamias quadrimaculatus], California ground squirrel [Spermophilus beecheyi]. We used these data to identify basic patterns of co-occurrence with fishers, and to evaluate the relative importance of presence of competing mesocarnivores, rodent prey, and predators for fisher occupancy of small, 1 km2 grid cells of forest habitat.",ELSEVIER,10.1016/j.dib.2016.01.032.,https://www.jstor.org/stable/30045371,,,english,no,systematic search,UGA Library,0,,journal article,2016,,,,Sweitzer RA,,Furnas BJ,,,,,,,,,,,,,,,,,,,
no,no,no,no,no,0,included,included,yes,Tavizón García 1998,"Estudio del nicho alimenticio de los mamíferos depredadores del orden carnívora en la Sierra del Carmen, noroeste de Coahuila, México",n/a,n/a,n/a,1-66,1,66,66,76,"Se estimó el nicho de los mamíferos depredadores en la Sierra del Carmen, Coahuila, el objetivo fue conocer el patrón de utilización de los recursos de espacio y de alimento. Se trazaron cinco transectos y cuatro estaciones de acuerdo a la altitud y las asociaciones vegetales, iniciando en el matorral espinoso mediano (MEM de 1,800 a 1,860 msnm); y continuando en sentido altitudinal con el pino - encino -ciprés/encino - pino (PEC/EP de 1,960 a 2,260 msnm); pino - encino- oyamel - abíes (PEOA de 2,400 a 2,480 msnm); pino -encino - oyamel - abies/pino - encino - ciprés (PEOA/PEC de 2,420 a 2,560 msnm); pino/encino - pino (P/EP a 1,800 msnm); se colectaron 70 heces fecales de: puma (Puma concolor), gato de cola corta o lince (Lynx rufus), oso negro (Ursus americanus), zorra gris (Urocyon cinereoargenteus), cacomixtle (Bassariscus astutus), zorrillo listado (MepWtfs mephitis) y zorrillo punteado (Spilogale gracilis). De cada deyección se analizó su contenido y se identificaron las presas. Se calculó la diversidad de cada transecto y localidad de acuerdo a las especies identificadas por los índices de Shannon (1948) y Simpson (1949), la disimilitud por el índice de Bray and Curtís (1957), el traslape de nicho por el índice de Schoener (1968), la amplitud del nicho por el índice de Levins (1968) y las dimensiones complementarias por la relación de la talla de las presas contra la anchura cigomática de los depredadores (Rozensweig 1966). El análisis del nicho de cada especie depredadora por los índices de Margalef (1958), Menhinick (1964), Whittaker (1960), Mclntosh (1967), McNaupton (1968), Berger y Parker (1970); ajuste a los índices paramétricos de Serie logarítmica (Fisher el al 1943), Serie geométrica (Motomura, 1932), Serie logaritmo normal truncado (Preston; 1948) y Barra rota (MacArthur, 1957), el número de especies por cuantil por el estadístico Q. Se identificaron las siguientes estrategias de repartición de recursos: las dos especies de zorrillo consumieron alimentos similares pero en diferentes hábitat y altitud; las especies de un mismo gremio cuando traslapan en espacio no lo hacen en alimento. Cuando el traslape es parcial entre especies que ocupan el mismo hábitat entonces: a) algunas conservan su dieta consumiendo un solo tipo de alimento; b) la especie generalista amplía su nicho y la otra conserva su dieta; c) en hábitat diversos unas especies estrechan su nicho pero consumen alimentos de mayor calidad nutritiva; en hábitat poco diversos los generalistas amplían su nicho, incorporan items de bajo valor nutritivo pero en las cuales no traslapan otras especies, d) la talla contra anchura cigomática muestra que entre mayor sea la anchura cigomática del depredador, mayor será la talla de las presas.",Universidad Autónoma de Nuevo León,none,https://cd.dgb.uanl.mx/handle/201504211/1790,none,none,spanish,yes,expert curated,University Library,0,collegiate research,thesis,1998,https://paperpile.com/app/p/9bb4fc0a-5e64-0d6d-a9ad-684ef6eca30a,not needed,,Tavizón García JP,,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,asign to VAAH,
no,Wildlife & Ecology Studies Worldwide,Web Of Science,no,Zoological Record,3,included,included,yes,Taylor 1954,Food habits and notes on life history of the ring-tailed cat in Texas.,Journal of Mammalogy,35,1,55-63,55,63,9,9,"The ring-tailed cat is a denizen of rocky, brushy country throughout the Edwards Plateau region of Texas. In the most favorable parts of this area its numbers may approximate 10 to the section (640 acres). The earliest pregnancy in this region was recorded April 16, the latest May 7, indicating a relatively concentrated breeding period. The young number two to four. The earliest young were born May 13. By August 10, the young were nearly full-grown. In this region ringtails den in cracks or crevices in rocks, in hollow logs or hollow trees. Skins of the ringtail retain their primeness until about April 1, considerably longer than the raccoon or skun. The ringtail has been used as a pet since the gold-rush days of California. A wide range of food is eaten, both plant and animal in character. The contents of the entire alimentary tracts (including stomach, small intestine, and colon) of 256 ringtails were analyzed to obtain information on food eaten in this area. In the fall insects made up the largest single item of food, with plant material next, and mammals and birds following in the order. As might be expected, insects really dominated the food consumption in summer, with plants second, spiders third, and mammals and birds following. Although there is some complaint regarding occassional bobwhite quail or mourning dove (one each in 256 specimens of ringtail collected), the seemingly beneficial food habits of the animal more than make up for any damage done.",OXFORD UNIV PRESS INC,10.2307/1376073,https://www.jstor.org/stable/1376073,none,0022-2372,english,no,systematic search,UGA Library,0,society,journal article,1954,https://paperpile.com/app/p/2b404365-d138-01b0-acab-f6246fbf5f47,not needed,,Taylor WP,,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,"intestines include sections (171 small intestines, 224 colons). While 252 individuals assessed, only 175 stomachs contained diet items. Unclear if percentage aggregate is based on weight or frequency in samples",
CAB Abstracts,no,no,BIOSIS,no,2,pathological condition,not reviewed,no,Totton 1958,Ringtail in new-born Norway rats. A study of the effect of environmental temperature and humidity on incidence,Epidemiology and Infection,56,2,190-196,190,196,7,7,not accessible,CAMBRIDGE UNIV PRESS,none,none,,,english,no,systematic search,UGA Library,ILL,,journal article,1958,,,,Totton M,,,,,,,,,,,,,,,,,,,,,
CAB Abstracts,no,no,no,Zoological Record,2,included,included,yes,Toweill and Treer 1977,Food habits of ringtails in the Edwards Plateau region of Texas.,Journal of Mammalogy,58,4,660-663,660,663,4,4,none,OXFORD UNIV PRESS INC,10.2307/1380015,https://www.jstor.org/stable/1380015,none,0022-2372,english,no,systematic search,UGA Library,0,society,journal article,1977,https://paperpile.com/app/p/43803098-38d0-0844-8ccb-43194c90a612,not-needed,not provided,Toweill DE,"Department of Wildlife and Fisheries Sciences, Texas A&M University",Treer JG,,none,none,none,none,none,none,none,none,none,none,,,,,,,,
no,no,no,no,no,0,included,included,yes,Trapp 1973,Comparative behavioral ecology of two southwest Utah carnivores: Bassariscus astutus and Urocyon cinereoargenteus.,n/a,n/a,n/a,1-251,1,251,251,262,"Ringtail and gray fox niches were compared in southwestern Utah to test hypotheses of interspecific similariy in (1) habitat, (2) methods of habitat utilization, (3) temporal use of habitat, and (4) food habits. Data were gathered mostly between June, 1967 and September, 1968, in Zion Canyon, Zion National Park, by means of radio telemetry, visual observations, and collection of droppings. The principal conclusions are: (1) Habitats of the two species largely overlap. Their hom range sizes are statistically similar (X = 136 ha for 13 Bassariscus; X = 107 ha for 8 Urocyon), but distribution of telemetric data over five vegetation types (riparian woodland, brushy meadows, blackbrush shurbland, pinon-juniper woodland, and ""miscellaneous"" areas) indicate a difference in use-intensity significant at the 0.001 level, when data were subjected to a chi-square test. Gray foxes made heavy use of brusy meadows, while ringtails were seldom found there. Ringtails made heavier use of blackbrush and ""miscellaneous"" areas (e.g., buildings), especially the former. use of riparian and pinon-juniper woodlands was similar for the two species. (2) Gray foxes and ringtails differ in the specific manner with which each uses its habitat. Ringtails forage on, under, and above the ground surface; foxes use primarily the ground surface. The gray fox usually walks or runs on the ground; the ringtail has special behavioral and morphological adaptations that allow it to negotiate cliffs, crevices, rough talus, trees, and subterranean spaces. Although 1/6 to 1/3 the weight of gray foxes, ringtails appear to travel greater nocturnal distances per unit time. (3) Temporal use of habitat differs interspecifically: ringtails are essentailly nocturnal, while gray foxes, though active mostly at night, also forage diurnally and crepuscularly, taking prey species relatively more available at the these times. (4) Analysis of food item frequencies of 240 gray fox and 227 ringtail droppings evenly distrubuted over a year's time, indicated extensive overlap in foods unsed, but showed many significant differences in use-intensity of particular foods during a given month or season. In Zion Canyon, Urocyon appears to be first an herbivor, second an insectivore, third a scavenger, and fourth a carnivore; while Bassariscus appears to be first a carnivor, second an insectivore, third an herbivor, and fourth a scavenger.",The University of Wisconsin Madison,none,none,none,none,english,no,expert curated,University Library,0,collegiate research,dissertation,1973,https://paperpile.com/app/p/c731bdaf-be8b-0cf1-a30a-50af4001619c,n/a,not provided,Trapp GR,University of Wisconsin,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,
no,no,no,no,Zoological Record,1,included,iterative publishing,yes,Trapp 1978,Comparative behavioral ecology of ringtail and gray fox in southwestern Utah.,Carnivore,1,2,3-32,3,32,30,30,"Ringtail and gray fox niches were compared in Zion Canyon (June 1967-Sept. 1968) to test hypotheses of interspecific similarity in habitat, methods of habitat use, activity times, and food habits. Methods used were radio telemetry, visual observations, and dropping analysis. Their habitats overlap. Home range sizes are similar (X = 107 ha for 8 foxes), but distribution of telemetric data over five vegetation types indicates a difference in use-intensity (0.001 level). Foxes made heavy use of brushy meadows; ringtails were seldom found there. Ringtails made heavier use of black brush and ""miscellaneous"" area (e.g., buildings), especially the former. Interspecific use of riparian pinon-juniper woodlands was simi­lar. Ringtails forage on, under, and above the ground surface; foxes use primarily the ground surface. Foxes usually wallc or run on the ground; ringtails have special behavioral and morphologi­cal adaptations that allow them to negotiate cliffs, crevices, rough talus, trees, and subter­ ranean spaces. Ringtails appear to travel great­er nocturnal distances per unit time than foxes. Ringtails are essentially nocturnal, while gray foxes, though active mostly at night, also forage diurnally and crepuscularly, taking prey species relatively more available at these times. Analy­sis of 240 fox and 227 ringtail droppings evenly distributed over a year's time indicated exten­sive overlap in foods used, but showed many dif­ferences in use-intensity of particular food dur­ing a given month or season. Urocyon appeared to be first a frugivore, then an insectivore and scavenger, while Bassariscus appeared to be first a carnivore, then an insectivore and frugivore.","Carnivore Research Institute, Burke Museum DB-10, University of Washington",none,none,none,0190-5724,english,no,systematic search,UGA Library,0,collegiate research,journal article,1978,https://paperpile.com/app/p/a3e9ce98-f50b-0fca-878f-0670e9d05000,not-needed,not provided,Trapp GR,"Department of Biological Sciences, California State University ",none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,
no,no,no,no,no,0,included,included,yes,Tzintzun Sánchez 2022,"Efectos de la urbanización en la distribución geográfica y hábitos alimenticios del cacomixtle norteño (Bassariscus astutus) en la Ciudad de México, México",n/a,n/a,n/a,1-67,1,67,67,68,"Uno de los carnívoros más representativos de la Ciudad de México (CDMX) es el cacomixtle norteño (Bassariscus astutus), el cual se ha observado en áreas alte- radas por actividades antropogénicas, como las ciudades. Sin embargo, los estu- dios sobre su ecología y comportamiento dentro de las urbes son limitados. El presente trabajo tuvo como objetivo conocer la distribución geográfica del caco- mixtle norteño por medio de ciencia ciudadana, así como sus hábitos alimentarios en la Ciudad de México. Los registros de cacomixtles se obtuvieron de publicacio- nes en Facebook, Twitter, Naturalista y periódicos electrónicos. Además, se reali- zaron análisis espaciales para identificar si existía una relación entre la presencia de cacomixtles, las áreas verdes y la densidad poblacional humana. Durante el periodo del estudio, se registraron 788 avistamientos en la CDMX. Todas las al- caldías presentaron al menos un avistamiento. Los resultados mostraron que en la mayoría de las alcaldías la distancia de los registros de cacomixtles a las áreas agrícolas fue significativamente más alta que la distancia a las áreas protegidas, y ésta última significativamente más alta que la registrada a las áreas verdes urba- nas. Por otro lado, uno de los modelos utilizados indicó una relación significativa negativa entre el porcentaje de áreas verdes en una cuadrícula de 127 ha y el nú- mero de cacomixtles, y una relación positiva con la densidad poblacional humana. Asimismo, se colectaron 46 excretas, durante el periodo correspondiente a marzo- octubre de 2021, de las cuales se identificaron 140 elementos, entre los que se encuentran plantas, mamíferos y artrópodos. El número de observaciones de ca- comixtles registradas en este trabajo ha sido el mayor reportado en comparación con estudios previos. Asimismo, se registró el solapamiento de individuos y el uso de edificios, casas y bardas como refugio para el cuidado de crías; por lo que nuestros resultados sugieren un conjunto de adaptaciones del cacomixtle a una de las ciudades más grandes del mundo. Dado al aumento en la interacción entre cacomixtles y humanos, y el desconocimiento sobre el estado de las poblaciones, el presente trabajo enfatiza la importancia de continuar con estudios sobre los efectos de la urbanización en la presencia de los cacomixtles, y la creación de 9planes de manejo que permitan su conservación y eviten o mitiguen los posibles problemas de su coexistencia con el ser humano.",Universidad Nacional Autónoma de México,none,http://132.248.9.195/ptd2022/noviembre/0832943/Index.html,none,none,spanish,yes,expert curated,University Library,0,collegiate research,thesis,2022,https://paperpile.com/app/p/697364bb-449f-06cc-b93d-fa9ace48af4a,not needed,not provided,Tzintzun Sánchez CL,,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,
no,no,no,BIOSIS,Zoological Record,2,non-target species,not reviewed,no,Van Duin et al. 1984,"Communal roost of Sparrowhawk Accipiter nisus, Merlin Falco columbarius, and Hen Harrier Circus cyaneus",Limosa,57,,97-103,97,103,7,7,,NEDERLANDSE ORNITHOLOGISCHE UNIE,none,none,,0024-3620,spanish,no,systematic search,UGA Library,ILL,,journal article,1984,,,,"G D,F V,R S,R S,S S,J B",,,,,,,,,,,,,,,,,,,,,
